skipped special files,93
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,1.37 TB
total user data,2.36 TB
percent overhead,-0.725289

histogram,file size
count,1336379,items
average,1894.433619,KB
min,0,KB
max,1282191,KB
4096,8192,22005,130546439.083984
8192,16384,39706,486639528.208984
16384,32768,43807,1001655919.448242
32768,65536,2580,90964044.969727
65536,131072,143,12623160.256836
131072,262144,157,30350498.948242
262144,524288,209,73948474.726562
524288,1048576,86,58669513.113281
1048576,2097152,11,12642669.095703

histogram,capacity used
count,1336377,items
average,1097.942761,KB
min,0,KB
max,619448,KB
bucket min,bucket max,count,val count
0,2,268506,393591.000000
2,4,96502,289506.000000
4,8,141138,901167.000000
8,16,78455,872669.000000
16,32,4347,84229.500000
32,64,13379,607363.500000
64,128,30548,2935685.500000
128,256,71533,14425196.000000
256,512,185224,70837587.500000
512,1024,223100,161119118.000000
1024,2048,100313,138154602.500000
2048,4096,39963,114575421.000000
4096,8192,39736,236047004.500000
8192,16384,30344,341686297.000000
16384,32768,12565,283337078.500000
32768,65536,233,9224924.000000
65536,131072,170,16718154.000000
131072,262144,235,43816082.000000
262144,524288,78,26650049.000000
524288,1048576,8,4589728.000000

histogram,directory size (entries)
count,587,items
average,2277.781942,ents
min,0,ents
max,33728,ents
bucket min,bucket max,count,val count
0,1,70,40
2,3,46,123
4,7,16,92
8,15,76,810
16,31,109,2358
32,63,3,132
64,127,27,2452
128,255,7,1494
256,511,12,3268
512,1023,27,20637
1024,2047,54,83020
2048,4095,32,83716
4096,8191,86,571650
16384,32767,15,336210
32768,65535,7,231056

histogram,directory size
count,587,items
average,2.226350,KB
min,0,KB
max,32,KB
bucket min,bucket max,count,val count
0,2,447,112.617188
2,4,32,81.816406
4,8,86,558.419922
16,32,15,328.359375
32,64,7,225.654297

histogram,filename length
count,1337055,items
average,18.259360,chars
min,4,chars
max,43,chars
bucket min,bucket max,count,val count
0,7,541,3104
8,15,6245,82039
16,23,1327207,24220759
24,31,852,22634
32,39,1003,35953
40,47,1207,49280

histogram,mtime (files)
count,1336377,items
average,318.015773,days
min,209,days
max,559,days
bucket min,bucket max,count,val count
128,256,194049,48408352.027153
256,512,1142121,376465724.271357
512,1024,207,114888.757801

histogram,mtime (KB)
count,2531681304,items
average,343.270227,days
min,209,days
max,559,days
bucket min,bucket max,count,val count
128,256,392892512,98244551567.703903
256,512,2138788297,770805996066.551392
512,1024,494,267265.809425

histogram,ctime (files)
count,1336377,items
average,317.450916,days
min,209,days
max,427,days
bucket min,bucket max,count,val count
128,256,195423,48750159.973673
256,512,1140954,375483942.257145

histogram,ctime (KB)
count,2531681304,items
average,341.722505,days
min,209,days
max,427,days
bucket min,bucket max,count,val count
128,256,393931241,98504216003.932327
256,512,2137750063,766628260245.182251

histogram,atime (files)
count,1336377,items
average,292.553593,days
min,17,days
max,427,days
bucket min,bucket max,count,val count
16,32,4322,90683.035891
32,64,30,1772.091933
64,128,61028,5743421.712604
128,256,273106,58640710.991436
256,512,997891,326485304.699939

histogram,atime (KB)
count,2531681304,items
average,254.752867,days
min,17,days
max,427,days
bucket min,bucket max,count,val count
16,32,11162796,235697371.412626
32,64,36,1870.395608
64,128,239475194,26568182656.754013
128,256,1012557815,166067000723.414703
256,512,1268485462,452082187060.471680

-------------------------------------------------------
stats for user 2757
histogram,file size
count,1,items
average,0.140625,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count
0,2,1,0.140625

histogram,capacity used
count,1,items
average,1.500000,KB
min,1,KB
max,1,KB
bucket min,bucket max,count,val count
0,2,1,1.500000

histogram,directory size (entries)
count,0,items
average,0.000000,ents
min,0,ents
max,0,ents
bucket min,bucket max,count,val count

histogram,directory size
count,0,items
average,0.000000,KB
min,0,KB
max,0,KB
bucket min,bucket max,count,val count

histogram,filename length
count,1,items
average,10.000000,chars
min,10,chars
max,10,chars
bucket min,bucket max,count,val count
8,15,1,10

histogram,mtime (files)
count,1,items
average,389.820312,days
min,389,days
max,389,days
bucket min,bucket max,count,val count
256,512,1,389.820312

histogram,mtime (KB)
count,0,items
average,389.820312,days
min,389,days
max,389,days
bucket min,bucket max,count,val count
256,512,0,54.818481

histogram,ctime (files)
count,1,items
average,389.820312,days
min,389,days
max,389,days
bucket min,bucket max,count,val count
256,512,1,389.820312

histogram,ctime (KB)
count,0,items
average,389.820312,days
min,389,days
max,389,days
bucket min,bucket max,count,val count
256,512,0,54.818481

histogram,atime (files)
count,1,items
average,246.369155,days
min,246,days
max,246,days
bucket min,bucket max,count,val count
128,256,1,246.369155

histogram,atime (KB)
count,0,items
average,246.369155,days
min,246,days
max,246,days
bucket min,bucket max,count,val count
128,256,0,34.645662

