skipped special files,17
skipped duplicate hardlinks,0
skipped snapshot dirs,0
total capacity used,10.33 TB
total user data,10.16 TB
percent overhead,0.017130

histogram,file size
count,1624548,items
average,6713.424616,KB
min,0,KB
max,60194,KB
512,1024,434,324220.000000
1024,2048,1628,2383308.000000
2048,4096,37577,100931636.500000
4096,8192,1526934,10968071781.500000
8192,16384,2190,19303013.500000
16384,32768,11,321295.500000
32768,65536,19,1055769.000000

histogram,directory size (entries)
count,5307,items
average,307.117204,ents
min,0,ents
max,7800,ents
bucket min,bucket max,count,val count
0,1,25,24
2,3,22,56
4,7,4,20
8,15,25,270
16,31,52,1112
32,63,19,716
64,127,1564,130691
128,255,4,649
256,511,3577,1429988
512,1023,7,4248
4096,8191,8,62097

histogram,directory size
count,5307,items
average,0.301872,KB
min,0,KB
max,7,KB
bucket min,bucket max,count,val count
0,2,5299,1541.378906
4,8,8,60.657227

histogram,filename length
count,1629871,items
average,12.128784,chars
min,4,chars
max,49,chars
bucket min,bucket max,count,val count
0,7,5254,25402
8,15,1560107,18513243
16,23,64374,1225413
24,31,87,2474
32,39,35,1208
40,47,10,420
48,55,4,194

histogram,mtime (files)
count,1624547,items
average,44.657581,days
min,0,days
max,345,days
bucket min,bucket max,count,val count
0,2,68121,53894.491736
2,4,115634,346897.355012
4,8,112455,558407.320382
8,16,314838,3975868.261551
16,32,659063,16287345.921644
32,64,99248,3547993.430451
64,128,48379,3995082.370498
128,256,144433,25691656.007743
256,512,62376,18091193.395208

histogram,mtime (KB)
count,10906280533,items
average,32.623628,days
min,0,days
max,345,days
bucket min,bucket max,count,val count
0,2,486483346,384980341.695461
2,4,826932881,2480777776.977702
4,8,804073258,3992651561.346953
8,16,2251238016,28429277931.043938
16,32,4712604198,116462530629.937057
32,64,698628891,24969035188.405495
64,128,373398319,30826726732.677738
128,256,625459339,111274718021.279694
256,512,127462281,36981741742.819756

histogram,ctime (files)
count,1624547,items
average,44.211064,days
min,0,days
max,279,days
bucket min,bucket max,count,val count
0,2,68171,53530.683333
2,4,115634,346313.380556
4,8,112474,557805.140185
8,16,315118,3978645.814479
16,32,658884,16281546.634213
32,64,99238,3546444.068426
64,128,48368,3992389.168785
128,256,144306,25669647.242081
256,512,62354,17396629.914942

histogram,ctime (KB)
count,10906280533,items
average,32.485795,days
min,0,days
max,279,days
bucket min,bucket max,count,val count
0,2,486483422,382070691.944499
2,4,826932881,2476596492.667610
4,8,804073248,3987541297.657975
8,16,2253091336,28446996023.783531
16,32,4710751012,116406973285.455231
32,64,698628858,24966470558.045189
64,128,373398243,30814594947.664715
128,256,625459257,111256179474.153320
256,512,127462272,35561775936.378258

histogram,atime (files)
count,1624547,items
average,38.848235,days
min,0,days
max,279,days
bucket min,bucket max,count,val count
0,2,295400,278279.733252
2,4,412,1233.788715
4,8,467,2350.742280
8,16,487664,4144002.039641
16,32,486377,8481734.018125
32,64,99238,3312661.508866
64,128,48329,3980273.578796
128,256,144310,25516156.899257
256,512,62350,17394090.879444

histogram,atime (KB)
count,10906280533,items
average,26.778102,days
min,0,days
max,279,days
bucket min,bucket max,count,val count
0,2,2117089289,1994889903.263272
2,4,112762,337639.151255
4,8,287501,1578934.941553
8,16,3491393716,29635096404.829811
16,32,3472751278,60433640517.425285
32,64,698628858,23289184633.191170
64,128,373095597,30720643799.360798
128,256,625548387,110440153229.738663
256,512,127373142,35533969824.521645

